gender,SeniorCitizen,Partner,Dependents,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,PhoneService_flag,MultipleLines_flag,OnlineSecurity_flag,OnlineBackup_flag,DeviceProtection_flag,TechSupport_flag,StreamingTV_flag,StreamingMovies_flag,ServiceCount,tenure group,ChurnProbability,RevenueAtRisk,RetentionSegment,RecommendedAction
Male,No,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.9,454.0,No,1,0,0,0,0,0,0,0,1,Below 3 years,0.05302889,24.075115606188774,Low Risk,Standard engagement
Male,No,No,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),45.8,436.2,No,1,0,0,0,0,0,0,0,1,Below 1 year,0.48754627,212.6676808476448,Medium Risk,Promote security service
Female,No,Yes,Yes,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),98.6,1704.95,Yes,1,0,0,0,1,1,1,1,5,Below 3 years,0.3761825,641.3723474889994,Low Risk,Promote security service
Female,No,No,No,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),94.4,387.2,Yes,1,0,1,0,1,1,0,1,5,Below 1 year,0.74014443,286.5839239120483,High Risk - High Value,Priority retention offer
Female,No,No,No,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),85.95,3110.1,Yes,1,1,1,0,1,1,1,1,7,Below 3 years,0.27052775,841.368356063962,Low Risk,Standard engagement
Male,No,No,No,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,55.7,55.7,Yes,1,0,0,0,0,0,0,1,2,Below 1 year,0.8223089,45.80260561704636,High Risk - New Customer,Onboarding intervention
Male,No,No,No,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,29.7,29.7,Yes,0,0,1,0,0,0,0,0,1,Below 1 year,0.68692064,20.40154309272766,Medium Risk,Offer technical support
Male,No,No,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.25,566.5,No,1,1,0,0,0,0,0,0,2,Below 3 years,0.06519848,36.93493953347206,Low Risk,Standard engagement
Female,No,No,No,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,54.9,54.9,Yes,1,0,1,1,0,0,0,0,3,Below 1 year,0.7831685,42.99595035910606,High Risk - New Customer,Onboarding intervention
Female,No,No,No,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,78.55,1843.05,No,1,1,1,0,1,0,1,1,6,Below 3 years,0.27421674,505.39516509622337,Low Risk,Offer technical support
Female,No,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.6,561.15,No,1,0,0,0,0,0,0,0,1,Below 3 years,0.05384425,30.214701301977037,Low Risk,Standard engagement
Male,Yes,Yes,No,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,75.3,720.45,No,1,0,1,0,0,0,0,0,2,Below 1 year,0.7142881,514.6088728129864,High Risk - High Value,Priority retention offer
Male,No,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.55,69.55,Yes,1,0,0,0,0,0,0,0,1,Below 1 year,0.903495,62.83807820379734,High Risk - New Customer,Onboarding intervention
Female,No,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.75,706.6,Yes,1,1,0,0,0,0,0,0,2,Below 1 year,0.8321143,587.9719497323036,High Risk - High Value,Priority retention offer
Female,No,Yes,No,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,One year,Yes,Mailed check,69.55,3435.6,No,1,1,0,0,1,1,0,1,5,Below 5 years,0.25185803,865.2834334015846,Low Risk,Promote security service
Female,No,Yes,No,Yes,Yes,DSL,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),70.15,3715.65,Yes,1,1,0,0,0,0,1,1,4,Below 5 years,0.28961262,1076.0991354748608,Low Risk,Promote security service
Female,Yes,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,93.85,2381.55,Yes,1,1,0,1,1,0,0,1,5,Below 3 years,0.78654575,1873.1980391979218,High Risk - High Value,Priority retention offer
Male,Yes,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,92.0,6585.2,No,1,1,1,1,1,1,0,0,6,oldest Customers,0.17628439,1160.8679499328136,Low Risk,Standard engagement
Male,No,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),93.25,6669.45,No,1,1,0,1,1,0,0,1,5,oldest Customers,0.4760999,3175.324533757567,Medium Risk,Promote security service
Female,No,Yes,Yes,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,29.2,309.1,Yes,0,0,0,1,0,0,0,0,1,Below 3 years,0.4178048,129.14346597492695,Medium Risk,Promote security service
Male,No,No,No,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),80.6,2651.1,No,1,0,0,1,0,1,0,0,3,Below 3 years,0.14373861,381.0654356852174,Low Risk,Promote security service
Female,No,No,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,46.0,193.6,Yes,1,0,0,0,0,0,0,0,1,Below 1 year,0.66633976,129.00337657928466,Medium Risk,Promote security service
Male,No,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,104.4,2157.95,Yes,1,1,0,1,1,0,1,1,6,Below 3 years,0.75224465,1623.306345310807,High Risk - High Value,Priority retention offer
Male,No,Yes,Yes,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,Two year,No,Credit card (automatic),50.9,3281.65,No,0,0,1,0,0,0,1,1,3,oldest Customers,0.07855389,257.786381887272,Low Risk,Offer technical support
Male,No,No,No,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),82.0,1425.45,Yes,1,1,0,0,1,1,1,1,6,Below 3 years,0.30080932,428.7886505931616,Low Risk,Promote security service
Male,No,No,No,No,No phone service,DSL,No,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),35.5,249.55,No,0,0,0,0,1,1,0,0,2,Below 1 year,0.26562962,66.28787151128054,Low Risk,Promote security service
Female,No,No,No,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.45,86.6,Yes,0,0,0,0,0,0,0,0,0,Below 1 year,0.77350897,66.98587645292281,High Risk - New Customer,Onboarding intervention
Male,No,No,No,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.25,2755.35,Yes,1,0,0,0,0,0,1,1,3,Below 3 years,0.77490187,2135.1258589982986,High Risk - High Value,Priority retention offer
Female,No,No,No,No,No phone service,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,44.95,3085.35,No,0,0,0,1,0,1,0,1,3,oldest Customers,0.2962625,914.0735126137733,Low Risk,Promote security service
Female,Yes,Yes,No,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,45.0,1228.65,No,0,0,1,0,1,0,0,1,3,Below 3 years,0.5769388,708.8558664053679,Medium Risk,Offer technical support
Male,No,No,No,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,29.7,438.25,Yes,0,0,0,0,0,1,0,0,1,Below 3 years,0.56653714,248.2849023938179,Medium Risk,Promote security service
Female,No,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.5,6985.65,Yes,1,1,0,1,1,0,1,1,6,oldest Customers,0.6802433,4751.941701641678,Medium Risk,Promote security service
Male,No,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,116.25,8564.75,No,1,1,1,1,1,1,1,1,8,oldest Customers,0.14523585,1243.9087583385408,Low Risk,Standard engagement
Female,No,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,70.9,70.9,Yes,1,0,0,0,0,0,0,0,1,Below 1 year,0.8207924,58.19417952895165,High Risk - New Customer,Onboarding intervention
Female,No,No,No,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.0,287.4,Yes,1,0,1,0,1,0,1,1,5,Below 1 year,0.8286495,238.15387229919432,High Risk - High Value,Priority retention offer
Female,No,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,103.95,7446.9,Yes,1,1,0,1,1,0,1,1,6,oldest Customers,0.69035006,5140.967829751969,Medium Risk,Promote security service
Female,Yes,No,No,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,95.0,2497.2,Yes,1,1,1,1,0,0,0,1,5,Below 3 years,0.7533963,1881.3811720848082,High Risk - High Value,Priority retention offer
Female,No,Yes,No,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),85.0,5484.4,No,1,1,1,0,1,1,1,1,7,oldest Customers,0.08071674,442.6828702896833,Low Risk,Standard engagement
Female,Yes,Yes,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),100.5,6029.0,No,1,1,0,0,1,0,1,1,5,oldest Customers,0.4460066,2688.9737678170204,Medium Risk,Promote security service
Female,Yes,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.05,85.05,Yes,1,1,0,0,0,0,0,1,3,Below 1 year,0.9261974,78.77308968901635,High Risk - High Value,Priority retention offer
Male,No,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.15,20.15,Yes,1,0,0,0,0,0,0,0,1,Below 1 year,0.5702775,11.491091868281364,Medium Risk,Promote long-term contract
Female,No,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,26.45,911.6,No,1,1,0,0,0,0,0,0,2,Below 5 years,0.1897645,172.98931789398193,Low Risk,Promote long-term contract
Male,No,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.3,40.25,No,1,0,0,0,0,0,0,0,1,Below 1 year,0.34642312,13.943530552089214,Low Risk,Promote long-term contract
Male,Yes,No,No,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),103.5,6548.65,No,1,1,1,1,0,0,1,1,6,oldest Customers,0.5621939,3681.610890340805,Medium Risk,Offer technical support
Female,No,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.2,459.6,No,1,0,0,0,0,0,0,0,1,Below 3 years,0.09603236,44.136472061276436,Low Risk,Standard engagement
Male,Yes,No,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),116.1,7839.85,No,1,1,1,1,1,1,1,1,8,oldest Customers,0.23248295,1822.6314936570825,Low Risk,Standard engagement
Male,No,No,Yes,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),52.1,670.65,No,1,0,1,0,0,0,0,0,2,Below 3 years,0.41533244,278.54269858002664,Medium Risk,Offer technical support
Male,No,No,No,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,78.95,78.95,Yes,1,0,0,0,0,0,1,0,2,Below 1 year,0.91723704,72.41586457490921,High Risk - High Value,Priority retention offer
Female,No,No,No,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),74.3,74.3,Yes,1,0,0,1,0,0,0,0,2,Below 1 year,0.8631389,64.13122131824493,High Risk - New Customer,Onboarding intervention
Male,No,No,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.45,95.45,Yes,1,1,0,0,0,0,1,1,4,Below 1 year,0.9293167,88.70327896773816,High Risk - High Value,Priority retention offer
Female,No,No,No,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,75.7,75.7,Yes,1,0,0,1,0,0,0,0,2,Below 1 year,0.90172297,68.26042864918709,High Risk - High Value,Priority retention offer
Female,No,No,No,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,75.35,1025.95,Yes,1,0,0,0,1,0,0,0,2,Below 3 years,0.790383,810.8934196650982,High Risk - High Value,Priority retention offer
Male,No,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),70.7,140.7,Yes,1,0,0,0,0,0,0,0,1,Below 1 year,0.78741133,110.78877443075179,High Risk - New Customer,Onboarding intervention
Female,No,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.05,990.45,No,1,0,0,0,0,0,0,0,1,Below 5 years,0.09889234,97.94791674055159,Low Risk,Standard engagement
Male,No,No,No,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),90.55,2282.55,Yes,1,1,0,1,0,0,1,0,4,Below 3 years,0.6421244,1465.6810821890833,Medium Risk,Promote security service
Male,Yes,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.3,504.2,No,1,0,0,0,0,0,0,0,1,Below 3 years,0.104851685,52.86621981114149,Low Risk,Standard engagement
Female,No,No,No,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,85.8,272.2,Yes,1,0,0,0,0,1,0,1,3,Below 1 year,0.83325565,226.8121875524521,High Risk - High Value,Priority retention offer
Female,No,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.75,799.65,Yes,1,1,0,0,0,0,0,0,2,Below 1 year,0.82824177,662.3035277813673,High Risk - High Value,Priority retention offer
Female,No,Yes,Yes,No,No phone service,DSL,Yes,No,Yes,No,No,No,One year,No,Credit card (automatic),35.4,1412.4,No,0,0,1,0,1,0,0,0,2,Below 5 years,0.13790275,194.77384631037714,Low Risk,Offer technical support
Female,No,No,No,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,89.35,461.7,Yes,1,0,0,1,0,1,0,1,4,Below 1 year,0.818703,377.99517315030096,High Risk - High Value,Priority retention offer
Female,No,No,No,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,50.8,3027.4,Yes,0,0,0,1,0,0,1,1,3,oldest Customers,0.5507628,1667.3792176485063,Medium Risk,Promote security service
Female,No,Yes,Yes,Yes,No,DSL,No,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),54.4,957.1,No,1,0,0,0,1,1,0,0,3,Below 3 years,0.19212958,183.88722309172155,Low Risk,Promote security service
Female,Yes,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.9,2217.15,Yes,1,1,0,0,0,0,0,0,2,Below 3 years,0.74805415,1658.548251503706,High Risk - General,Promote security service
Female,Yes,Yes,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.8,100.8,Yes,1,1,0,0,1,0,1,1,5,Below 1 year,0.93019,93.76315469741822,High Risk - High Value,Priority retention offer
Female,No,Yes,No,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,66.3,1559.45,No,1,1,1,1,1,0,0,0,5,Below 3 years,0.29247606,456.1017886579037,Low Risk,Offer technical support
Male,No,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.9,19.9,Yes,1,0,0,0,0,0,0,0,1,Below 1 year,0.5076181,10.10160077214241,Medium Risk,Promote long-term contract
Male,No,No,Yes,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.4,44.4,Yes,1,0,0,0,0,0,0,0,1,Below 1 year,0.8428114,37.420826411247255,High Risk - New Customer,Onboarding intervention
Female,No,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.6,59.75,Yes,1,0,0,0,0,0,0,0,1,Below 1 year,0.4071991,24.330147095024586,Medium Risk,Promote long-term contract
Female,No,Yes,Yes,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),80.45,1137.05,No,1,1,0,1,0,1,1,1,6,Below 3 years,0.36265144,412.35281703323125,Low Risk,Promote security service
Male,Yes,Yes,No,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),30.75,805.1,Yes,0,0,1,0,0,0,0,0,1,Below 3 years,0.4521445,364.02153984308245,Medium Risk,Offer technical support
Male,No,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.05,746.75,No,1,0,0,0,0,0,0,0,1,Below 3 years,0.095456354,71.2820325884968,Low Risk,Standard engagement
Male,No,No,No,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),100.85,4740.0,Yes,1,1,0,1,0,0,1,1,5,Below 5 years,0.66831195,3167.798659801483,Medium Risk,Promote security service
Male,No,No,No,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,89.95,1178.4,Yes,1,1,0,0,0,1,1,0,4,Below 3 years,0.814242,959.5027791023255,High Risk - High Value,Priority retention offer
Male,No,No,No,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.05,811.65,No,1,0,0,0,1,0,1,1,4,Below 1 year,0.8574306,695.9335280478,High Risk - High Value,Priority retention offer
Female,No,No,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,24.45,1493.1,No,1,1,0,0,0,0,0,0,2,Below 5 years,0.09871581,147.3925788491964,Low Risk,Standard engagement
Female,No,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.4,1182.55,Yes,1,0,0,0,0,0,0,0,1,oldest Customers,0.15194432,179.6817607887089,Low Risk,Promote long-term contract
Male,No,No,No,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,59.55,1144.6,No,1,1,0,0,1,1,0,0,4,Below 3 years,0.4450209,509.37093825340264,Medium Risk,Promote security service
Male,No,No,No,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.5,863.1,Yes,1,0,0,0,0,0,1,1,3,Below 1 year,0.8571343,739.7925993025303,High Risk - High Value,Priority retention offer
Female,Yes,No,No,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.75,2293.6,Yes,1,0,0,1,0,0,1,1,4,Below 3 years,0.80373454,1843.4455430984497,High Risk - High Value,Priority retention offer
Female,No,Yes,Yes,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Two year,No,Credit card (automatic),61.4,4059.85,No,1,1,1,0,0,1,0,0,4,oldest Customers,0.061893884,251.27988533321766,Low Risk,Standard engagement
Male,No,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.45,754.5,No,1,0,0,0,0,0,0,0,1,Below 5 years,0.052769978,39.81494809873402,Low Risk,Standard engagement
Female,Yes,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.05,1263.05,No,1,0,0,0,0,0,0,0,1,oldest Customers,0.059087373,74.63030686713755,Low Risk,Standard engagement
Male,No,No,No,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),105.0,5426.85,Yes,1,0,0,1,1,1,1,1,6,Below 5 years,0.4953609,2688.249359276891,Medium Risk,Promote security service
Female,No,No,No,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,100.4,715.0,No,1,0,0,0,1,1,1,1,5,Below 1 year,0.8389599,599.8563089966774,High Risk - High Value,Priority retention offer
Female,No,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),109.55,7887.25,No,1,1,1,1,1,0,1,1,7,oldest Customers,0.08524902,672.3803460039198,Low Risk,Offer technical support
Female,No,No,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.75,2407.3,Yes,1,1,0,0,1,0,1,1,5,Below 3 years,0.8407868,2024.0260990023614,High Risk - High Value,Priority retention offer
Male,No,Yes,Yes,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),106.1,7848.5,No,1,1,1,0,1,0,1,1,6,oldest Customers,0.33971494,2666.252740830183,Low Risk,Offer technical support
Male,Yes,Yes,No,No,No phone service,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,34.25,828.2,No,0,0,0,0,1,1,0,0,2,Below 3 years,0.3021203,250.2160309255123,Low Risk,Promote security service
Male,No,No,No,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,49.75,49.75,No,1,0,1,0,0,0,0,0,2,Below 1 year,0.72840464,36.238130897283554,High Risk - New Customer,Onboarding intervention
Male,No,No,No,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,74.55,824.75,Yes,1,0,0,1,0,0,0,0,2,Below 1 year,0.7934437,654.3926749229431,High Risk - New Customer,Onboarding intervention
Male,No,No,No,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),101.35,2317.1,Yes,1,1,1,0,0,0,1,1,5,Below 3 years,0.73991966,1714.4678499221802,High Risk - High Value,Priority retention offer
Male,No,Yes,Yes,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,75.1,5013.0,No,1,0,1,1,1,1,1,0,6,oldest Customers,0.16602996,832.3081890642643,Low Risk,Standard engagement
Female,No,No,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.65,820.5,Yes,1,1,0,0,1,0,1,1,5,Below 1 year,0.88906014,729.4738445878029,High Risk - High Value,Priority retention offer
